,ligne,N_dpt,Date,Type,N_ref,Nom,Organisme,Commune,Analysé,G_session,Espèce,Lignée,Sexe,Génotype,IQ
1259,06 03/04/2019 F F0619148 MILLISCHER Particulier ST SAUVEUR SUR TINEE OUI 17/02/2020 NA NA,6,03/04/2019,F,F0619148,MILLISCHER,Particulier,ST SAUVEUR SUR TINEE,OUI,17/02/2020,NA NA,,,,
1260,"06 09/04/2019 F F0619153 COSSU OFB ANDON OUI 10/06/2020 Canis lupus Italo-alpine XY NA 0,36",6,09/04/2019,F,F0619153,COSSU,OFB,ANDON,OUI,10/06/2020,Canis lupus,Italo-alpine,XY,NA,"0,36"
1261,"06 09/04/2019 F F0619154 COSSU OFB ANDON OUI 17/02/2020 Canis lupus Italo-alpine XX S68-26 0,99",6,09/04/2019,F,F0619154,COSSU,OFB,ANDON,OUI,17/02/2020,Canis lupus,Italo-alpine,XX,S68-26,"0,99"
1262,"06 09/04/2019 F F0619155 COSSU OFB ANDON OUI 10/06/2020 Canis lupus Italo-alpine XX S69-59 0,90",6,09/04/2019,F,F0619155,COSSU,OFB,ANDON,OUI,10/06/2020,Canis lupus,Italo-alpine,XX,S69-59,"0,9"
1263,"06 10/04/2019 F F0619188 CHAPELUT PNM SAORGE OUI 17/10/2019 Canis lupus Italo-alpine XY S66-32 0,75",6,10/04/2019,F,F0619188,CHAPELUT,PNM,SAORGE,OUI,17/10/2019,Canis lupus,Italo-alpine,XY,S66-32,"0,75"
1264,06 12/04/2019 F F0619169 BROSIUS PNM ST DALMAS LE SELVAGE OUI 14/11/2019 Impossible NA,6,12/04/2019,F,F0619169,BROSIUS,PNM,ST DALMAS LE SELVAGE,OUI,14/11/2019,Impossible NA,,,,
1265,06 12/04/2019 F F0619168 BROSIUS PNM ST DALMAS LE SELVAGE OUI 14/11/2019 Canis lupus Italo-alpine,6,12/04/2019,F,F0619168,BROSIUS,PNM,ST DALMAS LE SELVAGE,OUI,14/11/2019,Canis lupus,Italo-alpine,,,
1266,06 12/04/2019 F F0619167 BROSIUS PNM ST ETIENNE DE TINEE OUI 14/11/2019 Canis lupus Italo-alpine,6,12/04/2019,F,F0619167,BROSIUS,PNM,ST ETIENNE DE TINEE,OUI,14/11/2019,Canis lupus,Italo-alpine,,,
1267,"06 13/04/2019 F F0619170 CARATTI PNM ST ETIENNE DE TINEE OUI 14/11/2019 Canis lupus Italo-alpine XY S67-08 1,00",6,13/04/2019,F,F0619170,CARATTI,PNM,ST ETIENNE DE TINEE,OUI,14/11/2019,Canis lupus,Italo-alpine,XY,S67-08,1
1268,06 16/04/2019 F F0619173 CARATTI PNM ST ETIENNE DE TINEE NON,6,16/04/2019,F,F0619173,CARATTI,PNM,ST ETIENNE DE TINEE,NON,,,,,,
1269,"06 16/04/2019 F F0619162 AUBERGIER OFB GREOLIERES OUI 10/06/2020 Canis lupus Italo-alpine XX NA 0,40",6,16/04/2019,F,F0619162,AUBERGIER,OFB,GREOLIERES,OUI,10/06/2020,Canis lupus,Italo-alpine,XX,NA,"0,4"
1270,"06 16/04/2019 F F0619172 CARATTI PNM ST ETIENNE DE TINEE OUI 14/11/2019 Canis lupus Italo-alpine XY NA 0,16",6,16/04/2019,F,F0619172,CARATTI,PNM,ST ETIENNE DE TINEE,OUI,14/11/2019,Canis lupus,Italo-alpine,XY,NA,"0,16"
1271,"06 16/04/2019 F F0619171 CARATTI PNM ST ETIENNE DE TINEE OUI 14/11/2019 Canis lupus Italo-alpine XY NA 0,45",6,16/04/2019,F,F0619171,CARATTI,PNM,ST ETIENNE DE TINEE,OUI,14/11/2019,Canis lupus,Italo-alpine,XY,NA,"0,45"
1272,"06 17/04/2019 F F0619165 AUBERGIER OFB ESCRAGNOLLES OUI 10/06/2020 Canis familiaris XY NA 0,30",6,17/04/2019,F,F0619165,AUBERGIER,OFB,ESCRAGNOLLES,OUI,10/06/2020,Canis familiaris,XY,NA,0,"0,3"
1273,"06 17/04/2019 F F0619164 VILLARD OFB ESCRAGNOLLES OUI 10/06/2020 Canis familiaris XY NA 0,33",6,17/04/2019,F,F0619164,VILLARD,OFB,ESCRAGNOLLES,OUI,10/06/2020,Canis familiaris,XY,NA,0,"0,33"
1274,06 17/04/2019 F F0619163 VILLARD OFB ESCRAGNOLLES OUI 10/06/2020 Vulpes vulpes,6,17/04/2019,F,F0619163,VILLARD,OFB,ESCRAGNOLLES,OUI,10/06/2020,Vulpes vulpes,,,,
1275,"06 18/04/2019 F F0619166 AUBERGIER OFB GREOLIERES OUI 17/02/2020 Canis lupus Italo-alpine NI NA 0,16",6,18/04/2019,F,F0619166,AUBERGIER,OFB,GREOLIERES,OUI,17/02/2020,Canis lupus,Italo-alpine,NI,NA,"0,16"
1276,"06 25/04/2019 F F0619198 ALIE CNRS LES FERRES OUI 17/02/2020 Canis lupus Italo-alpine NI NA 0,25",6,25/04/2019,F,F0619198,ALIE,CNRS,LES FERRES,OUI,17/02/2020,Canis lupus,Italo-alpine,NI,NA,"0,25"
1277,"06 25/04/2019 F F0619196 ALIE CNRS CONSEGUDES OUI 17/02/2020 Canis lupus Italo-alpine XX S56-21 0,41",6,25/04/2019,F,F0619196,ALIE,CNRS,CONSEGUDES,OUI,17/02/2020,Canis lupus,Italo-alpine,XX,S56-21,"0,41"
1278,"06 25/04/2019 F F0619195 ALIE CNRS CONSEGUDES OUI 17/02/2020 Canis lupus Italo-alpine XX S68-06 0,79",6,25/04/2019,F,F0619195,ALIE,CNRS,CONSEGUDES,OUI,17/02/2020,Canis lupus,Italo-alpine,XX,S68-06,"0,79"
1279,"06 25/04/2019 F F0619197 ALIE CNRS LES FERRES OUI 17/02/2020 Canis lupus Italo-alpine XY S68-O1 0,75",6,25/04/2019,F,F0619197,ALIE,CNRS,LES FERRES,OUI,17/02/2020,Canis lupus,Italo-alpine,XY,S68-O1,"0,75"
1280,"06 26/04/2019 D D0619018 BERNARD OFB PEILLE OUI 17/02/2020 Canis lupus Italo-alpine XX S68-46 0,98",6,26/04/2019,D,D0619018,BERNARD,OFB,PEILLE,OUI,17/02/2020,Canis lupus,Italo-alpine,XX,S68-46,"0,98"
1281,"06 30/04/2019 D D0619019 MARRONE OFB COURSEGOULES OUI 17/02/2020 Canis lupus Italo-alpine XX S68-47 1,00",6,30/04/2019,D,D0619019,MARRONE,OFB,COURSEGOULES,OUI,17/02/2020,Canis lupus,Italo-alpine,XX,S68-47,1
1282,06 30/04/2019 D D0619034 BERNARD OFB COURSEGOULES OUI 10/06/2020 capreo ns,6,30/04/2019,D,D0619034,BERNARD,OFB,COURSEGOULES,OUI,10/06/2020,capreo ns,,,,
1283,"06 01/05/2019 D D0619020 MARRONE OFB COURSEGOULES OUI 17/02/2020 Canis lupus Italo-alpine XY S68-48 1,00",6,01/05/2019,D,D0619020,MARRONE,OFB,COURSEGOULES,OUI,17/02/2020,Canis lupus,Italo-alpine,XY,S68-48,1
1284,"06 05/05/2019 D D0619021 VIGUIER OFB GOURDON OUI 17/02/2020 Canis lupus Italo-alpine XX S68-06 1,00",6,05/05/2019,D,D0619021,VIGUIER,OFB,GOURDON,OUI,17/02/2020,Canis lupus,Italo-alpine,XX,S68-06,1
1285,"06 09/05/2019 D D0619031 MARTIN-DHERMONT PNM PEONE OUI 14/11/2019 Canis lupus Italo-alpine XY S67-32 1,00",6,09/05/2019,D,D0619031,MARTIN-DHERMONT,PNM,PEONE,OUI,14/11/2019,Canis lupus,Italo-alpine,XY,S67-32,1
1286,"06 10/05/2019 F F0619244 SIMÉON FDC THIERY OUI 10/06/2020 Canis lupus Italo-alpine XY S57-32 0,61",6,10/05/2019,F,F0619244,SIMÉON,FDC,THIERY,OUI,10/06/2020,Canis lupus,Italo-alpine,XY,S57-32,"0,61"
1287,"06 10/05/2019 D D0619011 AIMARD Lieutenant_de_louveterie GREOLIERES OUI 17/02/2020 Canis lupus Italo-alpine XX S68-44 1,00",6,10/05/2019,D,D0619011,AIMARD,Lieutenant_de_louveterie,GREOLIERES,OUI,17/02/2020,Canis lupus,Italo-alpine,XX,S68-44,1
1288,"06 15/05/2019 F F0619160 DOVA PNM ST ETIENNE DE TINEE OUI 14/11/2019 Canis lupus Italo-alpine XY S67-01 0,67",6,15/05/2019,F,F0619160,DOVA,PNM,ST ETIENNE DE TINEE,OUI,14/11/2019,Canis lupus,Italo-alpine,XY,S67-01,"0,67"
1289,"06 15/05/2019 F F0619243 SIMÉON FDC THIERY OUI 10/06/2020 Canis lupus Italo-alpine XX NA 0,39",6,15/05/2019,F,F0619243,SIMÉON,FDC,THIERY,OUI,10/06/2020,Canis lupus,Italo-alpine,XX,NA,"0,39"
1290,"06 16/05/2019 D D0619013 VILLARD OFB PEILLE OUI 17/02/2020 Canis lupus Italo-alpine XY S68-45 1,00",6,16/05/2019,D,D0619013,VILLARD,OFB,PEILLE,OUI,17/02/2020,Canis lupus,Italo-alpine,XY,S68-45,1
1291,"06 17/05/2019 F F0619187 COMBEAUD PNM TENDE OUI 17/10/2019 Canis lupus Italo-alpine XX S66-13 0,51",6,17/05/2019,F,F0619187,COMBEAUD,PNM,TENDE,OUI,17/10/2019,Canis lupus,Italo-alpine,XX,S66-13,"0,51"
1292,"06 17/05/2019 D D0619022 TCHA OFB BREIL SUR ROYA OUI 17/02/2020 Canis lupus Italo-alpine XY S65-09 1,00",6,17/05/2019,D,D0619022,TCHA,OFB,BREIL SUR ROYA,OUI,17/02/2020,Canis lupus,Italo-alpine,XY,S65-09,1
1293,06 17/05/2019 F F0619200 ALIE CNRS BOUYON OUI 17/02/2020 NA NA,6,17/05/2019,F,F0619200,ALIE,CNRS,BOUYON,OUI,17/02/2020,NA NA,,,,
1294,"06 19/05/2019 F F0619175 BROSIUS PNM ST ETIENNE DE TINEE OUI 14/11/2019 Canis lupus Italo-alpine XY S67-01 0,96",6,19/05/2019,F,F0619175,BROSIUS,PNM,ST ETIENNE DE TINEE,OUI,14/11/2019,Canis lupus,Italo-alpine,XY,S67-01,"0,96"
1295,"06 19/05/2019 F F0619174 BROSIUS PNM ST ETIENNE DE TINEE OUI 14/11/2019 Canis lupus Italo-alpine XY iS67-01 0,88",6,19/05/2019,F,F0619174,BROSIUS,PNM,ST ETIENNE DE TINEE,OUI,14/11/2019,Canis lupus,Italo-alpine,XY,iS67-01,"0,88"
1296,"06 20/05/2019 D D0619026 AIMARD Lieutenant_de_louveterie GREOLIERES OUI 17/02/2020 Canis lupus Italo-alpine XX S68-49 1,00",6,20/05/2019,D,D0619026,AIMARD,Lieutenant_de_louveterie,GREOLIERES,OUI,17/02/2020,Canis lupus,Italo-alpine,XX,S68-49,1
